ID	Begin	End	Chrom
IGFBP5_E144_F	216695384	216695431	2
IGFBP5_P9_R	216695530	216695582	2
IGFBP6_E47_F	53097677	53097724	12
IGFBP6_P328_R	53097305	53097354	12
IGFBP7_P297_F	57110649	57110696	4
IGFBP7_P371_F	57110721	57110774	4
IGSF4_P454_F	115504827	115504877	11
IGSF4_P86_R	115504456	115504509	11
IGSF4C_E65_F	43639752	43639797	19
IGSF4C_P533_R	43640349	43640396	19
IHH_E186_F	219060257	219060308	2
IHH_P246_R	219060690	219060737	2
IHH_P529_F	219060974	219061022	2
IL10_P348_F	206772816	206772869	1
IL10_P85_F	206772560	206772609	1
IL11_E232_F	55370190	55370238	19
IL11_P11_R	55370429	55370477	19
IL12A_E287_R	159989107	159989157	3
IL12B_E25_F	159330421	159330475	5
IL12B_P1453_F	159331904	159331948	5
IL12B_P392_R	159330840	159330889	5
IL13_E75_R	132658223	132658279	5
IL16_P226_F	81182610	81182658	15
IL16_P93_R	81182744	81182792	15
IL17RB_E164_R	53846689	53846734	3
IL17RB_P788_R	53845734	53845780	3
IL18BP_E285_F	71999157	71999201	11
IL18BP_P51_R	71998817	71998873	11
IL1A_E113_R	112785253	112785304	2
IL1B_P582_R	112837337	112837384	2
IL1B_P829_F	112837583	112837634	2
IL1RN_E42_F	113117910	113117960	2
IL1RN_P93_R	113117781	113117825	2
IL2_P607_R	122457302	122457360	4
IL3_P556_F	132060068	132060122	5
IL4_P262_R	132673396	132673445	5
IL6_E168_F	22727348	22727393	7
IL6_P213_R	22726961	22727014	7
IL6_P611_F	22726563	22726613	7
IL8_E118_R	73740651	73740706	4
IL8_P83_F	73740450	73740501	4
IMPACT_P186_F	24426506	24426555	18
IMPACT_P234_R	24426459	24426510	18
INHA_P1144_R	219571068	219571110	2
INHA_P1189_F	219571017	219571063	2
INS_P248_F	2161419	2161468	11
INS_P804_R	2161972	2162018	11
INSR_E97_F	7293880	7293929	19
INSR_P1063_R	7295038	7295087	19
IPF1_P234_F	27919779	27919834	13
IPF1_P750_F	27919264	27919309	13
IRAK1_P312_F	154020182	154020230	X
IRAK1_P455_R	154020319	154020373	X
IRAK3_E130_F	66189338	66189389	12
IRAK3_P13_F	66189199	66189247	12
IRAK3_P185_F	66189028	66189077	12
IRF5_E101_F	128938012	128938062	7
IRF5_P123_F	128937794	128937843	7
IRF7_E236_R	615669	615715	11
IRF7_P277_R	616182	616227	11
ISL1_E87_R	51383500	51383548	5
ISL1_P379_F	51383033	51383079	5
ISL1_P554_F	51382856	51382904	5
ITGA2_E120_F	52989521	52989569	5
ITGA2_P26_R	52989377	52989428	5
ITGA6_P298_R	172427317	172427369	2
ITGA6_P718_R	172426901	172426951	2
ITGB1_P451_F	32958697	32958746	10
ITGB4_E144_F	75721556	75721606	17
ITGB4_P517_F	75720898	75720943	17
ITK_E166_R	157181041	157181090	5
ITK_P114_F	157180758	157180808	5
ITPR2_P804_F	26833980	26834024	12
ITPR3_E86_R	33621630	33621680	6
ITPR3_P1112_F	33620427	33620476	6
JAG1_P66_F	10673987	10674032	20
JAG2_E54_F	105168750	105168796	14
JAG2_P264_F	105169065	105169114	14
JAK2_P772_R	4984451	4984499	9
JAK3_E64_F	17847905	17847954	19
JAK3_P1075_R	17849039	17849087	19
JAK3_P156_R	17848117	17848171	19
JUNB_P1149_R	12790321	12790373	19
KCNK4_E3_F	64291378	64291427	11
KCNK4_P171_R	64291213	64291255	11
KCNQ1_E349_R	2445320	2445364	11
KCNQ1_P546_R	2444427	2444469	11
KDR_E79_F	55125491	55125543	4
KDR_P445_R	55126011	55126066	4
KIAA0125_E29_F	105924751	105924800	14
KIAA1804_P689_R	233327058	233327110	1
KIT_P367_R	54657604	54657652	4
KIT_P405_F	54657566	54657611	4
KLF5_E190_R	73059173	73059220	13
KLF5_P13_F	73058969	73059015	13
KLK10_P268_R	51020266	51020317	19
KLK11_P103_R	51028110	51028162	19
KLK11_P1290_F	51029300	51029353	19
KRAS_E82_F	25250818	25250865	12
KRAS_P651_F	25251549	25251597	12
KRT1_P798_R	52681163	52681221	12
KRT13_P341_R	41505930	41505973	17
KRT13_P676_F	41506264	41506314	17
KRT5_E196_R	52520238	52520287	12
KRT5_P308_F	52520744	52520795	12
L1CAM_P148_R	153875980	153876032	X
L1CAM_P19_F	153875856	153875898	X
LAMB1_E144_R	108003188	108003236	7
LAMC1_E466_R	183023862	183023914	1
LAMC1_P808_F	183022583	183022636	1
LAT_E46_F	28984851	28984893	16
LCK_E28_F	32251338	32251379	1
LCN2_P141_R	128149280	128149324	9
LCN2_P86_R	128149330	128149384	9
LEFTY2_P561_F	225941757	225941812	1
LEFTY2_P719_F	225941916	225941965	1
LIF_E208_F	30246531	30246581	22
LIF_P383_R	30247121	30247167	22
LIG3_P622_R	34979875	34979928	17
LIG4_P194_F	108215703	108215759	13
LIMK1_P709_R	74083098	74083142	7
LMO1_E265_R	8263569	8263619	11
LMO1_P169_F	8264003	8264056	11
LMO2_E148_F	33892121	33892171	11
LMO2_P794_R	33893058	33893106	11
LMTK2_P1034_F	98105821	98105878	7
LOX_P313_R	122078547	122078600	5
LOX_P71_F	122078308	122078355	5
LRP2_E20_F	169362461	169362510	2
LRRC32_E157_F	76669671	76669722	11
LRRC32_P865_R	76670692	76670739	11
LRRK1_P39_F	101022402	101022452	15
LRRK1_P834_F	101021610	101021656	15
LTA_E28_R	31572320	31572372	6
LTA_P214_R	31572084	31572128	6
LTB4R_E64_R	24313348	24313402	14
LTB4R_P163_F	24313121	24313167	14
LY6G6E_P45_R	31713832	31713880	6
LYN_E353_F	55880145	55880190	8
LYN_P241_F	55879547	55879595	8
MAD2L1_E93_F	120066694	120066742	4
MAF_E77_R	79600612	79600657	16
MAF_P826_R	79601512	79601563	16
MAGEA1_E113_R	153179454	153179410	X
MAGEA1_P926_F	153178415	153178362	X
MAGEC3_E307_F	141838598	141838647	X
MAGEC3_P903_F	141837383	141837433	X
MAGEL2_E166_R	23645652	23645696	15
MAGEL2_P170_R	23645984	23646034	15
MALT1_P406_R	58670956	58671007	18
MAP2K6_E297_F	69414971	69415021	17
MAP2K6_P297_R	69414382	69414431	17
MAP3K1_E81_F	56814496	56814539	5
MAP3K1_P7_F	56814401	56814455	5
MAP3K8_P1036_F	30432877	30432921	10
MAP3K9_E17_R	70809130	70809174	14
MAPK10_E26_F	86453082	86453128	4
MAPK12_E165_R	50261472	50261517	22
MAPK12_P416_F	50262055	50262106	22
MAPK14_P327_R	36027448	36027499	6
MAPK4_E273_R	50663720	50663764	18
MAPK9_P1175_F	180281766	180281811	5
MAS1_P469_R	159906449	159906503	6
MAS1_P657_R	159906258	159906315	6
MATK_P190_R	3801979	3802022	19
MATK_P64_F	3801853	3801904	19
MBD2_P233_F	54225001	54225048	18
MC2R_E455_F	13915058	13915105	18
MC2R_P1025_F	13916539	13916583	18
MCAM_P169_R	119317275	119317322	11
MCAM_P265_R	119317373	119317416	11
MCC_E23_R	113294555	113294605	5
MCC_P196_R	113294771	113294824	5
MCF2_E195_F	139642477	139642530	X
MCF2_P1024_R	139643688	139643746	X
MCF2_P445_F	139643112	139643167	X
MCM2_P241_R	127598148	127598195	3
MCM2_P260_F	127598128	127598176	3
MCM6_E136_F	135876284	135876333	2
MDR1_seq_42_S300_R	87600994	87601042	7
MDS1_E45_F	169663621	169663671	3
MECP2_E90_R	154097557	154097608	X
MECP2_P398_R	154098042	154098088	X
MEG3_E91_F	100826190	100826236	14
MEG3_P235_F	100825863	100825913	14
MEST_E150_F	130486327	130486380	7
MEST_P4_F	130486178	130486223	7
MEST_P62_R	130486120	130486169	7
MET_E333_F	116672713	116672759	7
MFAP4_P10_R	19387167	19387217	17
MFAP4_P197_F	19387351	19387408	17
MGMT_P272_R	129466910	129466956	10
MGMT_P281_F	129466896	129466944	10
MKRN3_E144_F	23565428	23565478	15
MKRN3_P108_F	23565170	23565223	15
MKRN4_E249_R	40834368	40834423	X
MKRN4_P1320_R	40832799	40832853	X
MLF1_E243_F	158571413	158571462	3
MLF1_P97_F	158571072	158571123	3
MLH1_P381_F	36993081	36993129	3
MLH3_E72_F	75051339	75051382	14
MLH3_P25_F	75051431	75051480	14
MLLT3_E93_R	20622332	20622380	9
MLLT4_P1400_F	167825708	167825755	6
MLLT6_P957_F	38704638	38704688	17
MME_E29_F	155079674	155079725	3
MME_P388_F	155079261	155079304	3
MMP1_P397_R	102798532	102798583	11
MMP1_P460_F	102798605	102798653	11
MMP10_E136_R	102780447	102780503	11
MMP14_P13_F	22836549	22836597	14
MMP14_P208_R	22836355	22836401	14
MMP19_E274_R	55842655	55842699	12
MMP19_P306_F	55843237	55843283	12
MMP2_E21_R	55479177	55479223	16
MMP2_P197_F	55478957	55478999	16
MMP2_P303_R	55478851	55478901	16
MMP3_P16_R	102843602	102843655	11
MMP3_P55_F	102843639	102843694	11
MMP7_E59_F	102530668	102530717	11
MMP7_P613_F	102531341	102531388	11
MMP8_E89_R	102724808	102724863	11
MMP9_E88_R	46008974	46009021	20
MMP9_P189_F	46008694	46008738	20
MMP9_P237_R	46008653	46008702	20
MOS_E60_R	56113900	56113944	8
MOS_P27_R	56113984	56114032	8
MOS_P746_F	56114710	56114752	8
MPL_P62_F	43337720	43337763	1
MPL_P657_F	43337118	43337171	1
MPO_E302_R	58280607	58280656	17
MPO_P883_R	58281795	58281839	17
MSH2_P1008_F	47402091	47402139	2
MSH3_E3_F	80654449	80654504	5
MSH3_P13_R	80654438	80654489	5
MSSK1_seq_27_S45_F	153781702	153781757	X
MST1R_E42_R	49903566	49903615	3
MST1R_P392_F	49904005	49904055	3
MST1R_P87_R	49903696	49903752	3
MT1A_E13_R	56638661	56638710	16
MT1A_P49_R	56638596	56638640	16
MT1A_P600_F	56638041	56638090	16
MTA1_P478_F	105419524	105419574	14
MUC1_E18_R	155192864	155192910	1
MUC1_P191_F	155193082	155193124	1
MUSK_P308_F	110668530	110668578	9
MXI1_P1269_F	110206312	110206363	10
MXI1_P75_R	110207508	110207557	10
MYB_P673_R	135180617	135180673	6
MYBL2_P211_F	43666835	43666882	20
MYBL2_P354_F	43666690	43666736	20
MYCL1_P502_R	39902492	39902540	1
MYCL2_E44_R	107272599	107272652	X
MYCL2_P19_F	107272534	107272591	X
MYCN_E77_R	15940617	15940665	2
MYCN_P464_R	15940074	15940123	2
MYH11_P22_F	15857013	15857061	16
MYH11_P236_R	15857218	15857271	16
MYLK_E132_R	123884145	123884192	3
MYLK_P469_R	123884747	123884795	3
MYOD1_E156_F	17719745	17719796	11
MYOD1_P50_F	17719534	17719582	11
NAT2_P11_F	18391208	18391259	8
NBL1_E205_R	19643417	19643463	1
NBL1_P24_F	19643186	19643236	1
NCL_P1102_F	231465575	231465621	2
NCL_P840_R	231465305	231465356	2
NDN_E131_R	23687151	23687197	15
NDN_P1110_F	23688389	23688442	15
NEFL_E23_R	24956466	24956516	8
NEFL_P209_R	24956698	24956745	8
NEO1_P1067_F	73051440	73051495	15
NES_P239_R	156677609	156677664	1
NEU1_P745_F	31863627	31863676	6
NFKB1_P336_R	102500972	102501019	4
NFKB1_P496_F	102500805	102500861	4
NFKB2_P709_R	102394971	102395028	10
NGFB_E353_F	115337861	115337914	1
NGFB_P13_F	115338225	115338279	1
NGFR_E328_F	49495610	49495652	17
NGFR_P355_F	49494924	49494970	17
NID1_P714_R	236074468	236074525	1
NKX3-1_P146_F	23683064	23683107	8
NKX3-1_P871_R	23683782	23683830	8
NNAT_P544_R	37520641	37520689	20
NOS2A_E117_R	27800386	27800437	17
NOS2A_P288_R	27800790	27800843	17
NOTCH1_E452_R	136545307	136545361	9
NOTCH1_P1198_F	136546961	136547010	9
NOTCH2_P312_R	120069949	120069995	1
NOTCH3_E403_F	15200556	15200604	19
NOTCH3_P198_R	15201151	15201202	19
NOTCH4_E4_F	32224041	32224094	6
NOTCH4_P938_F	32224986	32225033	6
NPR2_P1093_F	35791293	35791336	9
NPR2_P618_F	35791767	35791816	9
NPY_E31_R	24284201	24284248	7
NPY_P295_F	24283871	24283919	7
NPY_P91_F	24284076	24284120	7
NQO1_E74_R	69726533	69726581	16
NQO1_P345_R	69726949	69726998	16
NR2F6_E375_R	17244943	17244990	19
NRAS_P103_R	114716967	114717024	1
NRAS_P12_R	114716877	114716934	1
NRG1_E74_F	32548284	32548329	8
NRG1_P558_R	32547652	32547705	8
NTRK1_E74_F	156815797	156815847	1
NTRK2_P10_F	84668515	84668565	9
NTRK2_P395_R	84668134	84668179	9
NTRK3_E131_F	88256277	88256327	15
NTRK3_P636_R	88257042	88257089	15
NTRK3_P752_F	88257162	88257210	15
NTSR1_E109_F	62708922	62708969	20
NTSR1_P318_F	62708493	62708540	20
OAT_P465_F	124419327	124419370	10
ODC1_P424_F	10448725	10448776	2
OGG1_E400_F	9749394	9749444	3
ONECUT2_E96_F	57435751	57435803	18
ONECUT2_P315_R	57435347	57435395	18
OPCML_E219_R	133532265	133532315	11
OPCML_P71_F	133532559	133532607	11
OSM_P188_F	30267018	30267066	22
OSM_P34_F	30266862	30266913	22
p16_seq_47_S188_R	21974685	21974731	9
p16_seq_47_S85_F	21974792	21974837	9
P2RX7_E323_R	121133172	121133227	12
P2RX7_P119_R	121132737	121132787	12
P2RX7_P597_F	121132251	121132298	12
PADI4_E24_F	153415	153467	1
PADI4_P1011_R	152389	152440	1
PADI4_P1158_R	17307016	17307064	1
PALM2-AKAP2_P183_R	109780106	109780152	9
PALM2-AKAP2_P420_R	109779869	109779913	9
PARP1_P610_R	226408676	226408723	1
PAX6_E129_F	31811181	31811229	11
PAX6_P1121_F	31812429	31812479	11
PAX6_P50_R	31811354	31811404	11
PCDH1_E22_F	141878333	141878382	5
PCDH1_P264_F	141878622	141878667	5
PCGF4_P760_R	22320425	22320475	10
PCGF4_P92_R	22321098	22321142	10
PCTK1_E77_R	47218286	47218338	X
PDE1B_E141_F	54549735	54549782	12
PDE1B_P263_R	54549333	54549382	12
PDGFA_P78_F	519460	519505	7
PDGFA_P841_R	520217	520268	7
PDGFB_E25_R	39244935	39244983	22
PDGFB_P719_F	39245682	39245733	22
PDGFRA_E125_F	54229377	54229424	4
PDGFRA_P1429_F	54227826	54227873	4
PDGFRB_E195_R	150155639	150155683	5
PDGFRB_P273_F	150156112	150156160	5
PDGFRB_P343_F	150156182	150156228	5
PECAM1_E32_R	64390801	64390851	17
PECAM1_P135_F	64390967	64391018	17
PEG10_P978_R	94655378	94655422	7
PEG3_E496_F	56840173	56840225	19
PENK_E26_F	56445981	56446026	8
PENK_P447_R	56446451	56446500	8
PGF_E33_F	74955534	74955579	14
PGF_P320_F	74955889	74955937	14
PGR_E183_R	101130314	101130365	11
PGR_P456_R	101130951	101131008	11
PGR_P790_F	101131291	101131342	11
PHLDA2_E159_R	2929239	2929282	11
PHLDA2_P622_F	2930020	2930068	11
PI3_E107_F	45174940	45174985	20
PI3_P1394_R	45173440	45173492	20
PI3_P274_R	45174556	45174613	20
PIK3R1_P307_F	68226298	68226354	5
PITX2_E24_R	110637304	110637353	4
PITX2_P183_R	110637509	110637559	4
PKD2_P287_R	88007359	88007404	4
PKD2_P336_R	88007311	88007357	4
PLA2G2A_E268_F	19980127	19980170	1
PLA2G2A_P528_F	19980924	19980972	1
PLAGL1_E68_R	144008325	144008371	6
PLAGL1_P236_R	144008627	144008675	6
PLAGL1_P334_F	144008724	144008777	6
PLAT_E158_F	42207498	42207544	8
PLAT_P80_F	42207736	42207785	8
PLAU_P11_F	73911094	73911145	10
PLAU_P176_R	73910936	73910983	10
PLAUR_E123_F	43670206	43670252	19
PLAUR_P82_F	43670410	43670463	19
PLG_E406_F	160702627	160702680	6
PLG_P370_F	87022229	87022184	6
PLS3_E70_F	115561225	115561279	X
PLS3_P94_R	115561070	115561114	X
PLSCR3_P751_R	7395252	7395303	17
PLXDC1_E71_F	39151424	39151474	17
PLXDC1_P236_F	39151736	39151782	17
PLXDC2_E337_F	19816754	19816803	10
PLXDC2_P914_R	19815505	19815554	10
PMP22_P1254_F	15266561	15266612	17
PMP22_P975_F	15266281	15266331	17
PODXL_P1341_R	131557924	131557973	7
POMC_E254_F	25168307	25168355	2
POMC_P400_R	25168956	25169005	2
POMC_P53_F	25168611	25168661	2
PPARD_P846_F	35341739	35341783	6
PPARG_E178_R	12288016	12288069	3
PPARG_P693_F	12287139	12287191	3
PPAT_E170_R	56435484	56435536	4
PPP2R1B_P268_R	111766685	111766735	11
PRDM2_P1340_R	13703491	13703544	1
PRKAR1A_P337_R	68511610	68511659	17
PRKCDBP_E206_F	6320282	6320326	11
PRKCDBP_P352_R	6320839	6320887	11
PROK2_E0_F	71785041	71785086	3
PROK2_P390_F	71785429	71785481	3
PROM1_P44_R	16075966	16076008	4
PRSS1_E45_R	142749497	142749551	7
PRSS1_P1249_R	142748212	142748258	7
PRSS8_E134_R	31135672	31135724	16
PSCA_E359_F	142680828	142680874	8
PSCA_P135_F	142680339	142680381	8
PSIP1_P163_R	15511120	15511170	9
PTCH_E42_F	95508484	95508537	9
PTCH2_E173_F	44842745	44842798	1
PTCH2_P37_F	44842961	44843006	1
PTCH2_P568_R	44843483	44843532	1
PTEN_P438_F	78795	78847	10
PTGS1_E80_F	122371008	122371057	9
PTGS1_P2_F	122370923	122370968	9
PTGS2_P308_F	186680710	186680757	1
PTGS2_P524_R	186680924	186680974	1
PTHLH_E251_F	27971709	27971761	12
PTHLH_P15_R	27971968	27972019	12
PTHLH_P757_F	27972715	27972767	12
PTHR1_E36_R	46877762	46877813	3
PTHR1_P170_R	46877555	46877606	3
PTHR1_P258_F	46877458	46877509	3
PTK2_P735_R	141001939	141001994	8
PTK2B_P673_R	27310785	27310836	8
PTK6_E50_F	63537284	63537330	20
PTK7_E317_F	43076585	43076628	6
PTPN6_E171_R	6946723	6946771	12
PTPN6_P282_R	6946273	6946322	12
PTPNS1_E433_R	1895190	1895237	20
PTPNS1_P301_R	1894459	1894501	20
PTPRF_E178_R	43531031	43531079	1
PTPRG_E40_R	61561593	61561634	3
PTPRG_P476_F	61561067	61561121	3
PTPRH_E173_F	55209280	55209326	19
PTPRH_P255_F	55209708	55209756	19
PTPRO_E56_F	15322585	15322634	12
PTPRO_P371_F	15322161	15322205	12
PURA_P928_R	140113168	140113218	5
PWCR1_E81_R	25051534	25051588	15
PWCR1_P357_F	25051095	25051141	15
PWCR1_P811_F	25050641	25050689	15
PXN_P308_F	120265991	120266040	12
PYCARD_E87_F	31202823	31202868	16
PYCARD_P150_F	31203053	31203104	16
PYCARD_P393_F	31203303	31203350	16
RAB32_E314_R	146543984	146544028	6
RAB32_P493_R	146543178	146543227	6
RAD50_P191_F	132556721	132556773	5
RAD54B_P227_F	94475282	94475338	8
RAF1_P330_F	12664485	12664535	3
RAN_P581_R	130871419	130871469	12
RAP1A_P285_R	111619471	111619526	1
RARA_E128_R	40309303	40309349	17
RARA_P1076_R	40308099	40308142	17
RARA_P176_R	40308998	40309043	17
RARB_E114_F	25428355	25428400	3
RARB_P60_F	25428174	25428226	3
RARRES1_E235_F	158732228	158732276	3
RARRES1_P426_R	158732890	158732931	3
RARRES1_P57_R	158732518	158732564	3
RASA1_E107_F	87268416	87268463	5
RASGRF1_E16_F	79090461	79090510	15
RASGRF1_P768_F	79091241	79091292	15
RASSF1_E116_F	50340800	50340851	3
RASSF1_P244_F	50341161	50341210	3
RBL2_P250_R	53434212	53434268	16
RBP1_E158_F	139539467	139539514	3
RBP1_P150_F	139539777	139539824	3
RBP1_P426_R	139540049	139540098	3
RET_P717_F	43076337	43076384	10
RET_seq_53_S374_F	43076610	43076661	10
RET_seq_54_S260_F	43077064	43077114	10
RHOC_P536_F	112707613	112707657	1
RHOH_P121_F	40196833	40196884	4
RHOH_P953_R	40196002	40196056	4
RIPK1_P744_R	3076054	3076111	6
RIPK1_P868_F	3075926	3075977	6
RIPK2_E123_F	89757908	89757952	8
RIPK3_P124_F	24340064	24340115	14
RIPK3_P24_F	24339970	24340022	14
RIPK4_E166_F	41766899	41766949	21
RIPK4_P172_F	41767239	41767288	21
ROR1_P6_F	63774012	63774061	1
ROR2_E112_F	91950029	91950074	9
ROR2_P317_R	91950454	91950502	9
RRAS_P100_R	49640221	49640262	19
RUNX1T1_E145_R	92095045	92095094	8
RUNX1T1_P103_F	92095300	92095340	8
RUNX3_E27_R	24964934	24964981	1
RUNX3_P247_F	24965206	24965258	1
RUNX3_P393_R	24965349	24965403	1
RYK_P493_F	134251213	134251268	3
S100A2_E36_R	153565772	153565813	1
S100A2_P1186_F	153566995	153567043	1
S100A4_E315_F	153545465	153545517	1
S100A4_P194_R	153545975	153546022	1
S100A4_P887_R	153546668	153546712	1
SCGB3A1_E55_R	180591406	180591454	5
SCGB3A1_P103_R	180591563	180591613	5
SEMA3A_P343_F	84194913	84194970	7
SEMA3A_P658_R	84195224	84195281	7
SEMA3B_E96_F	50267680	50267725	3
SEMA3B_P110_R	50267479	50267525	3
SEMA3C_E49_R	80919276	80919325	7
SEMA3C_P642_F	80919970	80920021	7
SEMA3F_E333_R	50155724	50155773	3
SEMA3F_P692_R	50154700	50154748	3
SEPT5_P441_F	19713993	19714046	22
SEPT5_P464_R	19713974	19714027	22
SEPT9_P374_F	77319668	77319715	17
SEPT9_P58_R	77319988	77320032	17
SERPINA5_E69_F	94581519	94581565	14
SERPINA5_P156_F	94581294	94581340	14
SERPINB2_P939_F	63886739	63886793	18
SERPINB5_P19_R	63476944	63476994	18
SERPINE1_E189_R	101127335	101127387	7
SERPINE1_P519_F	101126628	101126674	7
SEZ6L_P249_F	26169240	26169288	22
SEZ6L_P299_F	26169192	26169239	22
SFN_E118_F	26863230	26863286	1
SFN_P248_F	26862866	26862915	1
SFRP1_E398_R	41309033	41309087	8
SFRP1_P157_F	41309593	41309643	8
SFTPA1_E340_R	79611277	79611323	10
SFTPA1_P421_F	79610512	79610559	10
SFTPB_P689_R	85668856	85668904	2
SFTPC_E13_F	22161644	22161689	8
SFTPD_E169_F	79948916	79948960	10
SGCE_E149_F	94655990	94656041	7
SGCE_P250_R	94656391	94656439	7
SH3BP2_E18_F	2818809	2818856	4
SH3BP2_P771_R	2818020	2818067	4
SHB_P473_R	38069663	38069712	9
SHB_P691_R	38069878	38069926	9
SHH_E328_F	155811925	155811972	7
SHH_P104_R	155812352	155812399	7
SIN3B_P514_R	16828870	16828919	19
SIN3B_P607_F	16828775	16828820	19
SKI_E465_R	2229136	2229188	1
SLC14A1_E295_F	45724458	45724512	18
SLC14A1_P369_R	45723801	45723847	18
SLC22A18_P216_R	2899484	2899536	11
SLC22A18_P472_R	2899227	2899274	11
SLC22A2_E271_R	160258628	160258683	6
SLC22A2_P109_F	160259009	160259060	6
SLC22A3_E122_R	160348489	160348542	6
SLC22A3_P528_F	160347838	160347885	6
SLC22A3_P634_F	160347736	160347780	6
SLC5A5_E60_F	17872006	17872053	19
SLC5A8_E60_R	101210126	101210174	12
SLC5A8_P38_R	101210223	101210277	12
SLC6A8_P193_R	153687724	153687767	X
SLC6A8_P409_F	153687503	153687548	X
SLC6A8_seq_28_S227_F	153688590	153688640	X
SLIT2_E111_R	20253701	20253752	4
SLIT2_P208_F	20253376	20253426	4
SMAD2_P708_R	47931537	47931580	18
SMAD2_P848_R	47931675	47931722	18
SMAD4_P474_R	51029749	51029797	18
SMARCA3_E20_F	149086491	149086538	3
SMARCA3_P109_R	149086612	149086661	3
SMARCA3_P17_R	149086519	149086571	3
SMARCA4_P362_R	10960548	10960594	19
SMARCB1_P220_R	23786724	23786769	22
SMO_E57_F	129188906	129188953	7
SMO_P455_R	129188396	129188440	7
SNCG_E119_F	86958754	86958802	10
SNCG_P53_F	86958579	86958633	10
SNCG_P98_R	86958536	86958589	10
SNRPN_E14_F	24823632	24823689	15
SNRPN_P230_R	24823395	24823448	15
SNRPN_seq_12_S127_F	24954951	24954999	15
SNRPN_seq_18_S99_F	24955018	24955076	15
SNURF_E256_R	24955218	24955274	15
SNURF_P2_R	24954959	24955014	15
SNURF_P78_F	24954880	24954931	15
SOD3_P225_F	24794178	24794236	4
SOD3_P460_R	24793948	24794004	4
SOX1_P1018_R	112066558	112066607	13
SOX1_P294_F	112067281	112067330	13
SOX17_P287_R	54457622	54457673	8
SOX17_P303_F	54457604	54457656	8
SOX2_P546_F	181711363	181711412	3
SPARC_E50_R	151686879	151686926	5
SPARC_P195_F	151687129	151687180	5
SPDEF_E116_R	34556172	34556220	6
SPDEF_P6_R	34556294	34556342	6
SPI1_E205_F	47378321	47378368	11
SPI1_P48_F	47378574	47378620	11
SPI1_P929_F	47379452	47379502	11
SPP1_E140_R	87975768	87975821	4
SPP1_P647_F	87974979	87975031	4
SRC_E100_R	37344764	37344814	20
SRC_P164_F	37344491	37344544	20
SRC_P297_F	37344362	37344415	20
ST6GAL1_P164_R	186930543	186930585	3
ST6GAL1_P528_F	186930169	186930227	3
STAT5A_E42_F	42287562	42287613	17
STAT5A_P704_R	42286821	42286869	17
STK11_P295_R	1205484	1205526	19
STK23_E182_R	153781218	153781262	X
STK23_P24_F	153781002	153781055	X
SYBL1_E23_R	155881353	155881400	X
SYBL1_P349_F	155880979	155881028	X
SYK_E372_F	90802135	90802183	9
SYK_P584_F	90801179	90801231	9
TAL1_E122_F	47229625	47229677	1
TAL1_P594_F	47230338	47230393	1
TAL1_P817_F	47230561	47230614	1
TBX1_P520_F	19756159	19756204	22
TBX1_P885_R	19755794	19755845	22
TCF4_P175_R	55588360	55588409	18
TCF4_P317_F	55588506	55588555	18
TCF7L2_E411_F	112950837	112950886	10
TCF7L2_P193_R	112950237	112950282	10
TDG_E129_F	25803201	25803253	12
TDGF1_E53_R	46577756	46577798	3
TDGF1_P428_R	46577274	46577319	3
TEK_E75_F	27109488	27109538	9
TEK_P479_R	27108938	27108988	9
TEK_P526_F	27108889	27108942	9
TERT_E20_F	1295004	1295053	5
TERT_P360_R	1295381	1295424	5
TES_E172_F	116210677	116210725	7
TES_P182_F	116210318	116210369	7
TESK2_P252_R	45491388	45491441	1
TFAP2C_E260_F	56629537	56629589	20
TFAP2C_P765_F	56628509	56628558	20
TFDP1_P543_R	113584179	113584227	13
TFE3_P421_F	49043860	49043913	X
TFF1_P180_R	42366688	42366738	21
TFF2_P178_F	42351153	42351204	21
TFF2_P557_R	42351531	42351580	21
TFPI2_E141_F	93890585	93890636	7
TFPI2_P152_R	93890881	93890931	7
TFPI2_P9_F	93890737	93890788	7
TFRC_P414_R	196082457	196082509	3
TGFA_P558_F	70554336	70554384	2
TGFA_P642_R	70554417	70554463	2
TGFB1_P833_R	41354719	41354771	19
TGFB2_E226_R	218346726	218346781	1
TGFB2_P632_F	218345867	218345917	1
TGFB3_E58_R	75981063	75981110	14
TGFBI_P173_F	136028811	136028855	5
TGFBI_P31_R	136028954	136029004	5
TGFBR3_E188_R	91885884	91885933	1
TGFBR3_P429_F	91886507	91886554	1
THBS1_E207_R	39581267	39581314	15
THBS1_P500_F	39580556	39580603	15
THBS2_E129_F	169253887	169253941	6
THBS2_P605_R	169254617	169254675	6
THPO_E483_F	184377642	184377687	3
THPO_P585_R	184378703	184378756	3
THY1_P149_R	119423298	119423341	11
THY1_P20_R	119423164	119423212	11
TIAM1_P117_F	31559072	31559117	21
TIAM1_P188_R	31559142	31559187	21
TIE1_E66_R	43301034	43301090	1
TIMP1_E254_R	47582523	47582572	X
TIMP1_P615_R	47581654	47581703	X
TIMP2_E394_R	78924971	78925017	17
TIMP2_P267_F	78925634	78925681	17
TIMP3_P1114_R	32799682	32799728	22
TIMP3_P690_R	32800103	32800157	22
TIMP3_seq_7_S38_F	32801427	32801471	22
TJP1_P326_R	1994438	1994490	15
TJP1_P390_F	1994503	1994553	15
TJP2_P330_R	69173823	69173867	9
TJP2_P518_F	69173631	69173677	9
